"territory","country","state_province","city","type","line","vendor","product","year","quarter","month","credit_limit","customer","quantity","sales"
"APAC","New Zealand","Not Available","Auckland","Shipped","Vintage Cars","Gearbox Collectibles","1928 Mercedes-Benz SSK","2005","QTR2","Apr","77700","GiftsForHim.com","56","7749"
"APAC","New Zealand","Not Available","Auckland","Shipped","Vintage Cars","Min Lin Diecast","1912 Ford Model T Delivery Wagon","2004","QTR4","Dec","110000","Kelly's Gift Shop","36","4102"
"APAC","New Zealand","Not Available","Auckland","Shipped","Vintage Cars","Min Lin Diecast","1934 Ford V8 Coupe","2005","QTR2","Apr","77700","GiftsForHim.com","53","3079"
"APAC","New Zealand","Not Available","Auckland","Shipped","Vintage Cars","Motor City Art Classics","1911 Ford Town Car","2003","QTR3","Jul","110000","Kelly's Gift Shop","22","1065"
"APAC","New Zealand","Not Available","Auckland","Shipped","Vintage Cars","Motor City Art Classics","1911 Ford Town Car","2004","QTR2","Jun","88000","Down Under Souveniers, Inc","36","2289"
"APAC","New Zealand","Not Available","Auckland","Shipped","Vintage Cars","Motor City Art Classics","1937 Lincoln Berline","2005","QTR2","Apr","77700","GiftsForHim.com","65","7613"
"APAC","New Zealand","Not Available","Auckland","Shipped","Vintage Cars","Motor City Art Classics","1939 Chevrolet Deluxe Coupe","2003","QTR3","Jul","110000","Kelly's Gift Shop","22","643"
"APAC","New Zealand","Not Available","Auckland","Shipped","Vintage Cars","Motor City Art Classics","1939 Chevrolet Deluxe Coupe","2004","QTR2","Jun","88000","Down Under Souveniers, Inc","38","1021"
"APAC","New Zealand","Not Available","Auckland","Shipped","Vintage Cars","Red Start Diecast","18th Century Vintage Horse Carriage","2005","QTR2","Apr","77700","GiftsForHim.com","34","3916"
"APAC","New Zealand","Not Available","Auckland","Shipped","Vintage Cars","Red Start Diecast","1936 Mercedes Benz 500k Roadster","2003","QTR3","Jul","110000","Kelly's Gift Shop","29","1107"
"APAC","New Zealand","Not Available","Auckland","Shipped","Vintage Cars","Red Start Diecast","1936 Mercedes Benz 500k Roadster","2004","QTR2","Jun","88000","Down Under Souveniers, Inc","20","870"
"APAC","New Zealand","Not Available","Auckland","Shipped","Vintage Cars","Second Gear Diecast","1936 Chrysler Airflow","2005","QTR1","Mar","88000","Down Under Souveniers, Inc","33","3240"
"APAC","New Zealand","Not Available","Auckland","Shipped","Vintage Cars","Second Gear Diecast","1936 Chrysler Airflow","2005","QTR2","Apr","77700","GiftsForHim.com","50","4334"
"APAC","New Zealand","Not Available","Auckland","Shipped","Vintage Cars","Studio M Art Models","1936 Mercedes-Benz 500K Special Roadster","2005","QTR2","Apr","77700","GiftsForHim.com","44","2562"
"APAC","New Zealand","Not Available","Auckland","Shipped","Vintage Cars","Studio M Art Models","1939 Cadillac Limousine","2005","QTR1","Mar","88000","Down Under Souveniers, Inc","44","4849"
"APAC","New Zealand","Not Available","Auckland","Shipped","Vintage Cars","Unimax Art Galleries","1903 Ford Model A","2004","QTR4","Dec","110000","Kelly's Gift Shop","29","5076"
"APAC","New Zealand","Not Available","Auckland","Shipped","Vintage Cars","Welly Diecast Productions","1917 Grand Touring Sedan","2003","QTR3","Jul","110000","Kelly's Gift Shop","33","5330"
"APAC","New Zealand","Not Available","Auckland","Shipped","Vintage Cars","Welly Diecast Productions","1917 Grand Touring Sedan","2004","QTR2","Jun","88000","Down Under Souveniers, Inc","49","6997"
"APAC","New Zealand","Not Available","Wellington","Shipped","Classic Cars","Classic Metal Creations","1957 Corvette Convertible","2005","QTR2","May","86800","Extreme Desk Decorations, Ltd","28","3833"
"APAC","New Zealand","Not Available","Wellington","Shipped","Classic Cars","Classic Metal Creations","1961 Chevrolet Impala","2005","QTR2","May","86800","Extreme Desk Decorations, Ltd","10","873"
"APAC","New Zealand","Not Available","Wellington","Shipped","Classic Cars","Gearbox Collectibles","1976 Ford Gran Torino","2005","QTR2","May","86800","Extreme Desk Decorations, Ltd","27","4445"
"APAC","New Zealand","Not Available","Wellington","Shipped","Classic Cars","Min Lin Diecast","1969 Dodge Super Bee","2005","QTR2","May","86800","Extreme Desk Decorations, Ltd","16","1222"
"APAC","New Zealand","Not Available","Wellington","Shipped","Classic Cars","Motor City Art Classics","1972 Alfa Romeo GTA","2004","QTR1","Mar","86800","Extreme Desk Decorations, Ltd","48","7246"
"APAC","New Zealand","Not Available","Wellington","Shipped","Motorcycles","Autoart Studio Design","2002 Yamaha YZR M1","2005","QTR2","May","86800","Extreme Desk Decorations, Ltd","40","2896"
"APAC","New Zealand","Not Available","Wellington","Shipped","Motorcycles","Gearbox Collectibles","1982 Ducati 996 R","2005","QTR2","May","86800","Extreme Desk Decorations, Ltd","43","2076"
"APAC","New Zealand","Not Available","Wellington","Shipped","Motorcycles","Highway 66 Mini Classics","1982 Ducati 900 Monster","2005","QTR2","May","86800","Extreme Desk Decorations, Ltd","52","3422"
"APAC","New Zealand","Not Available","Wellington","Shipped","Motorcycles","Second Gear Diecast","1974 Ducati 350 Mk3 Desmo","2005","QTR2","May","86800","Extreme Desk Decorations, Ltd","50","5664"
"APAC","New Zealand","Not Available","Wellington","Shipped","Motorcycles","Studio M Art Models","1957 Vespa GS150","2005","QTR2","May","86800","Extreme Desk Decorations, Ltd","33","1744"
"APAC","New Zealand","Not Available","Wellington","Shipped","Planes","Autoart Studio Design","1900s Vintage Bi-Plane","2004","QTR1","Mar","86800","Extreme Desk Decorations, Ltd","44","2713"
"APAC","New Zealand","Not Available","Wellington","Shipped","Planes","Motor City Art Classics","Boeing X-32A JSF","2004","QTR1","Mar","86800","Extreme Desk Decorations, Ltd","40","2245"
"APAC","New Zealand","Not Available","Wellington","Shipped","Planes","Red Start Diecast","1980s Black Hawk Helicopter","2004","QTR1","Mar","86800","Extreme Desk Decorations, Ltd","50","9462"
"APAC","New Zealand","Not Available","Wellington","Shipped","Ships","Min Lin Diecast","1999 Yamaha Speed Boat","2004","QTR1","Mar","86800","Extreme Desk Decorations, Ltd","48","3592"
"APAC","New Zealand","Not Available","Wellington","Shipped","Ships","Unimax Art Galleries","HMS Bounty","2004","QTR1","Mar","86800","Extreme Desk Decorations, Ltd","29","2546"
"APAC","New Zealand","Not Available","Wellington","Shipped","Vintage Cars","Autoart Studio Design","1932 Model A Ford J-Coupe","2004","QTR3","Jul","86800","Extreme Desk Decorations, Ltd","50","5276"
"APAC","New Zealand","Not Available","Wellington","Shipped","Vintage Cars","Autoart Studio Design","1937 Horch 930V Limousine","2004","QTR1","Mar","86800","Extreme Desk Decorations, Ltd","25","1430"
"APAC","New Zealand","Not Available","Wellington","Shipped","Vintage Cars","Carousel DieCast Legends","1940 Ford Delivery Sedan","2004","QTR1","Mar","86800","Extreme Desk Decorations, Ltd","31","2262"
"APAC","New Zealand","Not Available","Wellington","Shipped","Vintage Cars","Classic Metal Creations","1938 Cadillac V-16 Presidential Limousine","2004","QTR3","Jul","86800","Extreme Desk Decorations, Ltd","40","1846"
"APAC","New Zealand","Not Available","Wellington","Shipped","Vintage Cars","Exoto Designs","1917 Maxwell Touring Car","2004","QTR3","Jul","86800","Extreme Desk Decorations, Ltd","39","3482"
"APAC","New Zealand","Not Available","Wellington","Shipped","Vintage Cars","Exoto Designs","1932 Alfa Romeo 8C2300 Spider Sport","2004","QTR3","Jul","86800","Extreme Desk Decorations, Ltd","35","3060"
"APAC","New Zealand","Not Available","Wellington","Shipped","Vintage Cars","Exoto Designs","1941 Chevrolet Special Deluxe Cabriolet","2004","QTR1","Mar","86800","Extreme Desk Decorations, Ltd","39","4914"
"APAC","New Zealand","Not Available","Wellington","Shipped","Vintage Cars","Gearbox Collectibles","1928 Mercedes-Benz SSK","2004","QTR3","Jul","86800","Extreme Desk Decorations, Ltd","35","5316"
"APAC","New Zealand","Not Available","Wellington","Shipped","Vintage Cars","Motor City Art Classics","1911 Ford Town Car","2004","QTR3","Jul","86800","Extreme Desk Decorations, Ltd","31","1520"
"APAC","New Zealand","Not Available","Wellington","Shipped","Vintage Cars","Motor City Art Classics","1937 Lincoln Berline","2004","QTR3","Jul","86800","Extreme Desk Decorations, Ltd","49","5739"
"APAC","New Zealand","Not Available","Wellington","Shipped","Vintage Cars","Motor City Art Classics","1939 Chevrolet Deluxe Coupe","2004","QTR3","Jul","86800","Extreme Desk Decorations, Ltd","33","1281"
"APAC","New Zealand","Not Available","Wellington","Shipped","Vintage Cars","Red Start Diecast","1936 Mercedes Benz 500k Roadster","2004","QTR3","Jul","86800","Extreme Desk Decorations, Ltd","30","1219"
"APAC","New Zealand","Not Available","Wellington","Shipped","Vintage Cars","Studio M Art Models","1936 Mercedes-Benz 500K Special Roadster","2004","QTR3","Jul","86800","Extreme Desk Decorations, Ltd","26","1682"
"APAC","New Zealand","Not Available","Wellington","Shipped","Vintage Cars","Welly Diecast Productions","1917 Grand Touring Sedan","2004","QTR3","Jul","86800","Extreme Desk Decorations, Ltd","34","5491"
"APAC","Singapore","Not Available","Singapore","Shipped","Classic Cars","Carousel DieCast Legends","1958 Chevy Corvette Limited Edition","2004","QTR2","Jun","97900","Handji Gifts& Co","31","1030"
"APAC","Singapore","Not Available","Singapore","Shipped","Classic Cars","Carousel DieCast Legends","1966 Shelby Cobra 427 S/C","2004","QTR3","Sep","97900","Handji Gifts& Co","50","2616"
"APAC","Singapore","Not Available","Singapore","Shipped","Classic Cars","Carousel DieCast Legends","1982 Camaro Z28","2004","QTR1","Feb","97900","Handji Gifts& Co","31","2728"
"APAC","Singapore","Not Available","Singapore","Shipped","Classic Cars","Classic Metal Creations","1949 Jaguar XK 120","2004","QTR3","Sep","97900","Handji Gifts& Co","35","2830"
"APAC","Singapore","Not Available","Singapore","Shipped","Classic Cars","Classic Metal Creations","1965 Aston Martin DB5","2004","QTR3","Sep","97900","Handji Gifts& Co","20","2937"
"APAC","Singapore","Not Available","Singapore","Shipped","Classic Cars","Exoto Designs","1952 Citroen-15CV","2004","QTR3","Sep","97900","Handji Gifts& Co","48","6539"
"APAC","Singapore","Not Available","Singapore","Shipped","Classic Cars","Exoto Designs","1969 Chevrolet Camaro Z28","2004","QTR3","Sep","97900","Handji Gifts& Co","34","2329"
"APAC","Singapore","Not Available","Singapore","Shipped","Classic Cars","Gearbox Collectibles","1998 Chrysler Plymouth Prowler","2004","QTR2","Jun","97900","Handji Gifts& Co","30","5698"
"APAC","Singapore","Not Available","Singapore","Shipped","Classic Cars","Gearbox Collectibles","2002 Chevy Corvette","2004","QTR3","Sep","97900","Handji Gifts& Co","41","4873"
"APAC","Singapore","Not Available","Singapore","Shipped","Classic Cars","Highway 66 Mini Classics","1970 Dodge Coronet","2004","QTR2","Jun","97900","Handji Gifts& Co","28","1311"
"APAC","Singapore","Not Available","Singapore","Shipped","Classic Cars","Second Gear Diecast","1962 LanciaA Delta 16V","2004","QTR1","Feb","97900","Handji Gifts& Co","48","7020"
"APAC","Singapore","Not Available","Singapore","Shipped","Classic Cars","Second Gear Diecast","1962 LanciaA Delta 16V","2004","QTR2","Jun","97900","Handji Gifts& Co","26","4033"
"APAC","Singapore","Not Available","Singapore","Shipped","Classic Cars","Studio M Art Models","1957 Ford Thunderbird","2004","QTR3","Sep","97900","Handji Gifts& Co","23","1688"
"APAC","Singapore","Not Available","Singapore","Shipped","Classic Cars","Unimax Art Galleries","1970 Chevy Chevelle SS 454","2004","QTR3","Sep","97900","Handji Gifts& Co","36","2381"
"APAC","Singapore","Not Available","Singapore","Shipped","Classic Cars","Unimax Art Galleries","1992 Ferrari 360 Spider red","2004","QTR2","Jun","97900","Handji Gifts& Co","27","3658"
"APAC","Singapore","Not Available","Singapore","Shipped","Trucks and Buses","Autoart Studio Design","1962 Volkswagen Microbus","2004","QTR1","Feb","97900","Handji Gifts& Co","28","3149"
"APAC","Singapore","Not Available","Singapore","Shipped","Trucks and Buses","Autoart Studio Design","1962 Volkswagen Microbus","2004","QTR2","Jun","97900","Handji Gifts& Co","47","5286"
"APAC","Singapore","Not Available","Singapore","Shipped","Trucks and Buses","Carousel DieCast Legends","1926 Ford Fire Engine","2004","QTR1","Feb","97900","Handji Gifts& Co","35","2148"
"APAC","Singapore","Not Available","Singapore","Shipped","Trucks and Buses","Carousel DieCast Legends","1926 Ford Fire Engine","2004","QTR2","Jun","97900","Handji Gifts& Co","30","1477"
"APAC","Singapore","Not Available","Singapore","Shipped","Trucks and Buses","Classic Metal Creations","1954 Greyhound Scenicruiser","2004","QTR2","Jun","97900","Handji Gifts& Co","40","1753"
"APAC","Singapore","Not Available","Singapore","Shipped","Trucks and Buses","Exoto Designs","1957 Chevy Pickup","2004","QTR2","Jun","97900","Handji Gifts& Co","46","6541"
"APAC","Singapore","Not Available","Singapore","Shipped","Trucks and Buses","Highway 66 Mini Classics","Diamond T620 Semi-Skirted Tanker","2004","QTR2","Jun","97900","Handji Gifts& Co","29","3055"
"APAC","Singapore","Not Available","Singapore","Shipped","Trucks and Buses","Motor City Art Classics","1940s Ford truck","2004","QTR1","Feb","97900","Handji Gifts& Co","38","4509"
"APAC","Singapore","Not Available","Singapore","Shipped","Trucks and Buses","Motor City Art Classics","1940s Ford truck","2004","QTR2","Jun","97900","Handji Gifts& Co","41","4667"
"APAC","Singapore","Not Available","Singapore","Shipped","Trucks and Buses","Motor City Art Classics","1980s GM Manhattan Express","2004","QTR1","Feb","97900","Handji Gifts& Co","21","2245"
"APAC","Singapore","Not Available","Singapore","Shipped","Trucks and Buses","Motor City Art Classics","1980s GM Manhattan Express","2004","QTR2","Jun","97900","Handji Gifts& Co","45","3901"
"APAC","Singapore","Not Available","Singapore","Shipped","Trucks and Buses","Red Start Diecast","1996 Peterbilt 379 Stake Bed with Outrigger","2004","QTR1","Feb","97900","Handji Gifts& Co","39","2420"
"APAC","Singapore","Not Available","Singapore","Shipped","Trucks and Buses","Unimax Art Galleries","1964 Mercedec Tour Bus","2004","QTR2","Jun","97900","Handji Gifts& Co","34","3380"
"APAC","Singapore","Not Available","Singapore","Shipped","Vintage Cars","Autoart Studio Design","1932 Model A Ford J-Coupe","2004","QTR3","Sep","97900","Handji Gifts& Co","31","3823"
"APAC","Singapore","Not Available","Singapore","Shipped","Vintage Cars","Autoart Studio Design","1932 Model A Ford J-Coupe","2005","QTR2","Apr","97900","Handji Gifts& Co","6","786"
"APAC","Singapore","Not Available","Singapore","Shipped","Vintage Cars","Exoto Designs","1932 Alfa Romeo 8C2300 Spider Sport","2004","QTR3","Sep","97900","Handji Gifts& Co","35","2835"
"APAC","Singapore","Not Available","Singapore","Shipped","Vintage Cars","Motor City Art Classics","1911 Ford Town Car","2004","QTR3","Sep","97900","Handji Gifts& Co","28","1729"
"APAC","Singapore","Not Available","Singapore","Shipped","Vintage Cars","Motor City Art Classics","1939 Chevrolet Deluxe Coupe","2004","QTR3","Sep","97900","Handji Gifts& Co","29","1107"
"APAC","Singapore","Not Available","Singapore","Shipped","Vintage Cars","Motor City Art Classics","1939 Chevrolet Deluxe Coupe","2005","QTR2","Apr","97900","Handji Gifts& Co","61","1802"
"APAC","Singapore","Not Available","Singapore","Shipped","Vintage Cars","Red Start Diecast","1936 Mercedes Benz 500k Roadster","2004","QTR3","Sep","97900","Handji Gifts& Co","33","1340"
"APAC","Singapore","Not Available","Singapore","Shipped","Vintage Cars","Welly Diecast Productions","1917 Grand Touring Sedan","2004","QTR3","Sep","97900","Handji Gifts& Co","32","5875"
"EMEA","Austria","Not Available","Graz","Resolved","Classic Cars","Carousel DieCast Legends","1982 Camaro Z28","2003","QTR4","Oct","45300","Mini Auto Werke","39","3195"
"EMEA","Austria","Not Available","Graz","Resolved","Classic Cars","Second Gear Diecast","1962 LanciaA Delta 16V","2003","QTR4","Oct","45300","Mini Auto Werke","21","3537"
"EMEA","Austria","Not Available","Graz","Resolved","Trucks and Buses","Motor City Art Classics","1940s Ford truck","2003","QTR4","Oct","45300","Mini Auto Werke","45","5013"
"EMEA","Austria","Not Available","Graz","Resolved","Trucks and Buses","Motor City Art Classics","1980s GM Manhattan Express","2003","QTR4","Oct","45300","Mini Auto Werke","24","2635"
"EMEA","Austria","Not Available","Graz","Resolved","Trucks and Buses","Red Start Diecast","1996 Peterbilt 379 Stake Bed with Outrigger","2003","QTR4","Oct","45300","Mini Auto Werke","49","2692"
"EMEA","Austria","Not Available","Graz","Resolved","Trucks and Buses","Studio M Art Models","1940 Ford Pickup Truck","2003","QTR4","Oct","45300","Mini Auto Werke","36","3570"
"EMEA","Austria","Not Available","Graz","Resolved","Trucks and Buses","Welly Diecast Productions","1958 Setra Bus","2003","QTR4","Oct","45300","Mini Auto Werke","49","6563"
"EMEA","Austria","Not Available","Graz","Resolved","Vintage Cars","Studio M Art Models","1939 Cadillac Limousine","2003","QTR4","Oct","45300","Mini Auto Werke","25","1346"
"EMEA","Austria","Not Available","Graz","Shipped","Classic Cars","Classic Metal Creations","1956 Porsche 356A Coupe","2003","QTR4","Nov","45300","Mini Auto Werke","34","3820"
"EMEA","Austria","Not Available","Graz","Shipped","Classic Cars","Gearbox Collectibles","1948 Porsche 356-A Roadster","2003","QTR4","Nov","45300","Mini Auto Werke","20","1263"
"EMEA","Austria","Not Available","Graz","Shipped","Classic Cars","Welly Diecast Productions","1968 Dodge Charger","2003","QTR4","Nov","45300","Mini Auto Werke","47","5465"
"EMEA","Austria","Not Available","Graz","Shipped","Classic Cars","Welly Diecast Productions","1969 Dodge Charger","2003","QTR4","Nov","45300","Mini Auto Werke","41","4391"
"EMEA","Austria","Not Available","Graz","Shipped","Vintage Cars","Exoto Designs","1917 Maxwell Touring Car","2005","QTR1","Mar","45300","Mini Auto Werke","36","4036"
"EMEA","Austria","Not Available","Graz","Shipped","Vintage Cars","Min Lin Diecast","1934 Ford V8 Coupe","2005","QTR1","Mar","45300","Mini Auto Werke","37","2219"
"EMEA","Austria","Not Available","Graz","Shipped","Vintage Cars","Red Start Diecast","18th Century Vintage Horse Carriage","2005","QTR1","Mar","45300","Mini Auto Werke","29","2521"
"EMEA","Austria","Not Available","Salzburg","Shipped","Classic Cars","Autoart Studio Design","1968 Ford Mustang","2004","QTR4","Nov","71700","Salzburg Collectables","45","3584"
"EMEA","Austria","Not Available","Salzburg","Shipped","Classic Cars","Autoart Studio Design","1968 Ford Mustang","2005","QTR2","May","71700","Salzburg Collectables","12","1961"
"EMEA","Austria","Not Available","Salzburg","Shipped","Classic Cars","Classic Metal Creations","1956 Porsche 356A Coupe","2005","QTR2","May","71700","Salzburg Collectables","70","9240"
"EMEA","Austria","Not Available","Salzburg","Shipped","Classic Cars","Classic Metal Creations","1965 Aston Martin DB5","2005","QTR2","May","71700","Salzburg Collectables","37","5203"
"EMEA","Austria","Not Available","Salzburg","Shipped","Classic Cars","Gearbox Collectibles","1948 Porsche 356-A Roadster","2005","QTR2","May","71700","Salzburg Collectables","39","3273"
"EMEA","Austria","Not Available","Salzburg","Shipped","Classic Cars","Gearbox Collectibles","1948 Porsche Type 356 Roadster","2005","QTR2","May","71700","Salzburg Collectables","43","5589"
"EMEA","Austria","Not Available","Salzburg","Shipped","Classic Cars","Highway 66 Mini Classics","1993 Mazda RX-7","2005","QTR2","May","71700","Salzburg Collectables","38","4464"
"EMEA","Austria","Not Available","Salzburg","Shipped","Classic Cars","Min Lin Diecast","1995 Honda Civic","2005","QTR2","May","71700","Salzburg Collectables","34","4595"
"EMEA","Austria","Not Available","Salzburg","Shipped","Classic Cars","Motor City Art Classics","1972 Alfa Romeo GTA","2003","QTR2","Apr","71700","Salzburg Collectables","46","5005"
"EMEA","Austria","Not Available","Salzburg","Shipped","Classic Cars","Red Start Diecast","1999 Indy 500 Monte Carlo SS","2005","QTR2","May","71700","Salzburg Collectables","55","7696"
"EMEA","Austria","Not Available","Salzburg","Shipped","Classic Cars","Second Gear Diecast","1982 Lamborghini Diablo","2005","QTR2","May","71700","Salzburg Collectables","15","640"
"EMEA","Austria","Not Available","Salzburg","Shipped","Classic Cars","Studio M Art Models","1970 Plymouth Hemi Cuda","2004","QTR4","Nov","71700","Salzburg Collectables","36","3368"
"EMEA","Austria","Not Available","Salzburg","Shipped","Classic Cars","Studio M Art Models","1970 Plymouth Hemi Cuda","2005","QTR2","May","71700","Salzburg Collectables","34","3066"
"EMEA","Austria","Not Available","Salzburg","Shipped","Classic Cars","Unimax Art Galleries","1992 Ferrari 360 Spider red","2005","QTR2","May","71700","Salzburg Collectables","35","5927"
"EMEA","Austria","Not Available","Salzburg","Shipped","Classic Cars","Welly Diecast Productions","1968 Dodge Charger","2004","QTR4","Nov","71700","Salzburg Collectables","44","4221"
"EMEA","Austria","Not Available","Salzburg","Shipped","Classic Cars","Welly Diecast Productions","1968 Dodge Charger","2005","QTR2","May","71700","Salzburg Collectables","10","1092"
"EMEA","Austria","Not Available","Salzburg","Shipped","Classic Cars","Welly Diecast Productions","1969 Dodge Charger","2004","QTR4","Nov","71700","Salzburg Collectables","55","4136"
"EMEA","Austria","Not Available","Salzburg","Shipped","Classic Cars","Welly Diecast Productions","1969 Dodge Charger","2005","QTR2","May","71700","Salzburg Collectables","32","3833"
"EMEA","Austria","Not Available","Salzburg","Shipped","Classic Cars","Welly Diecast Productions","1971 Alpine Renault 1600s","2005","QTR2","May","71700","Salzburg Collectables","55","2896"
"EMEA","Austria","Not Available","Salzburg","Shipped","Motorcycles","Autoart Studio Design","2002 Yamaha YZR M1","2004","QTR4","Nov","71700","Salzburg Collectables","38","4682"
"EMEA","Austria","Not Available","Salzburg","Shipped","Motorcycles","Highway 66 Mini Classics","1982 Ducati 900 Monster","2004","QTR4","Nov","71700","Salzburg Collectables","32","3307"
"EMEA","Austria","Not Available","Salzburg","Shipped","Motorcycles","Min Lin Diecast","1969 Harley Davidson Ultimate Chopper","2004","QTR4","Nov","71700","Salzburg Collectables","41","7738"
"EMEA","Austria","Not Available","Salzburg","Shipped","Motorcycles","Second Gear Diecast","1974 Ducati 350 Mk3 Desmo","2004","QTR4","Nov","71700","Salzburg Collectables","31","2202"
"EMEA","Austria","Not Available","Salzburg","Shipped","Motorcycles","Unimax Art Galleries","2002 Suzuki XREO","2004","QTR4","Nov","71700","Salzburg Collectables","55","8119"
"EMEA","Austria","Not Available","Salzburg","Shipped","Planes","Autoart Studio Design","1900s Vintage Bi-Plane","2003","QTR2","Apr","71700","Salzburg Collectables","41","2444"
"EMEA","Austria","Not Available","Salzburg","Shipped","Planes","Motor City Art Classics","Boeing X-32A JSF","2003","QTR2","Apr","71700","Salzburg Collectables","28","1349"
"EMEA","Austria","Not Available","Salzburg","Shipped","Planes","Motor City Art Classics","F/A 18 Hornet 1/72","2004","QTR4","Nov","71700","Salzburg Collectables","34","3644"
"EMEA","Austria","Not Available","Salzburg","Shipped","Planes","Red Start Diecast","1980s Black Hawk Helicopter","2003","QTR2","Apr","71700","Salzburg Collectables","43","6916"
"EMEA","Austria","Not Available","Salzburg","Shipped","Planes","Second Gear Diecast","American Airlines: MD-11S","2003","QTR2","Apr","71700","Salzburg Collectables","26","1540"
"EMEA","Austria","Not Available","Salzburg","Shipped","Planes","Second Gear Diecast","Corsair F4U ( Bird Cage)","2003","QTR2","Apr","71700","Salzburg Collectables","28","1968"
"EMEA","Austria","Not Available","Salzburg","Shipped","Ships","Autoart Studio Design","The Schooner Bluenose","2003","QTR2","Apr","71700","Salzburg Collectables","25","1917"
"EMEA","Austria","Not Available","Salzburg","Shipped","Ships","Min Lin Diecast","1999 Yamaha Speed Boat","2003","QTR2","Apr","71700","Salzburg Collectables","21","1879"
"EMEA","Austria","Not Available","Salzburg","Shipped","Ships","Red Start Diecast","The USS Constitution Ship","2003","QTR2","Apr","71700","Salzburg Collectables","38","2499"
"EMEA","Austria","Not Available","Salzburg","Shipped","Ships","Unimax Art Galleries","HMS Bounty","2003","QTR2","Apr","71700","Salzburg Collectables","29","2730"
"EMEA","Austria","Not Available","Salzburg","Shipped","Vintage Cars","Autoart Studio Design","1937 Horch 930V Limousine","2003","QTR2","Apr","71700","Salzburg Collectables","20","1460"
"EMEA","Austria","Not Available","Salzburg","Shipped","Vintage Cars","Carousel DieCast Legends","1940 Ford Delivery Sedan","2003","QTR2","Apr","71700","Salzburg Collectables","35","3170"
"EMEA","Austria","Not Available","Salzburg","Shipped","Vintage Cars","Exoto Designs","1941 Chevrolet Special Deluxe Cabriolet","2003","QTR2","Apr","71700","Salzburg Collectables","27","2687"
"EMEA","Austria","Not Available","Salzburg","Shipped","Vintage Cars","Min Lin Diecast","1912 Ford Model T Delivery Wagon","2003","QTR2","Apr","71700","Salzburg Collectables","35","3067"
"EMEA","Austria","Not Available","Salzburg","Shipped","Vintage Cars","Min Lin Diecast","1934 Ford V8 Coupe","2004","QTR3","Jul","71700","Salzburg Collectables","32","2019"
"EMEA","Austria","Not Available","Salzburg","Shipped","Vintage Cars","Second Gear Diecast","1936 Chrysler Airflow","2004","QTR3","Jul","71700","Salzburg Collectables","48","4675"
"EMEA","Belgium","Not Available","Bruxelles","In Process","Vintage Cars","Carousel DieCast Legends","1913 Ford Model T Speedster","2005","QTR2","May","79900","Petit Auto","10","881"
"EMEA","Belgium","Not Available","Bruxelles","In Process","Vintage Cars","Exoto Designs","1917 Maxwell Touring Car","2005","QTR2","May","79900","Petit Auto","21","1875"
"EMEA","Belgium","Not Available","Bruxelles","In Process","Vintage Cars","Min Lin Diecast","1934 Ford V8 Coupe","2005","QTR2","May","79900","Petit Auto","31","1665"
"EMEA","Belgium","Not Available","Bruxelles","In Process","Vintage Cars","Red Start Diecast","18th Century Vintage Horse Carriage","2005","QTR2","May","79900","Petit Auto","21","1781"
"EMEA","Belgium","Not Available","Bruxelles","In Process","Vintage Cars","Second Gear Diecast","1936 Chrysler Airflow","2005","QTR2","May","79900","Petit Auto","28","2209"
"EMEA","Belgium","Not Available","Bruxelles","Shipped","Classic Cars","Motor City Art Classics","1972 Alfa Romeo GTA","2004","QTR3","Jul","79900","Petit Auto","30","3509"
"EMEA","Belgium","Not Available","Bruxelles","Shipped","Ships","Autoart Studio Design","The Schooner Bluenose","2004","QTR3","Jul","79900","Petit Auto","21","1372"
"EMEA","Belgium","Not Available","Bruxelles","Shipped","Ships","Carousel DieCast Legends","18th century schooner","2004","QTR1","Feb","79900","Petit Auto","49","6805"
"EMEA","Belgium","Not Available","Bruxelles","Shipped","Ships","Carousel DieCast Legends","18th century schooner","2004","QTR3","Jul","79900","Petit Auto","22","2785"
"EMEA","Belgium","Not Available","Bruxelles","Shipped","Ships","Carousel DieCast Legends","The Titanic","2004","QTR3","Jul","79900","Petit Auto","40","3446"
"EMEA","Belgium","Not Available","Bruxelles","Shipped","Ships","Min Lin Diecast","1999 Yamaha Speed Boat","2004","QTR3","Jul","79900","Petit Auto","34","3334"
"EMEA","Belgium","Not Available","Bruxelles","Shipped","Ships","Red Start Diecast","The USS Constitution Ship","2004","QTR3","Jul","79900","Petit Auto","42","2611"
"EMEA","Belgium","Not Available","Bruxelles","Shipped","Ships","Studio M Art Models","The Mayflower","2004","QTR1","Feb","79900","Petit Auto","23","2231"
"EMEA","Belgium","Not Available","Bruxelles","Shipped","Ships","Studio M Art Models","The Mayflower","2004","QTR3","Jul","79900","Petit Auto","21","2146"
"EMEA","Belgium","Not Available","Bruxelles","Shipped","Ships","Unimax Art Galleries","Pont Yacht","2004","QTR3","Jul","79900","Petit Auto","37","1697"
"EMEA","Belgium","Not Available","Bruxelles","Shipped","Ships","Welly Diecast Productions","The Queen Mary","2004","QTR3","Jul","79900","Petit Auto","26","2969"
"EMEA","Belgium","Not Available","Bruxelles","Shipped","Trains","Carousel DieCast Legends","Collectable Wooden Train","2004","QTR1","Feb","79900","Petit Auto","23","1855"
"EMEA","Belgium","Not Available","Bruxelles","Shipped","Trains","Carousel DieCast Legends","Collectable Wooden Train","2004","QTR3","Jul","79900","Petit Auto","47","5451"
